Study unique ID*,Biological material ID* ,Common material name*,Genus,Species,Infraspecific name,Biological material preprocessing,"Material source ID (Holding institute/stock centre, accession)",Material source DOI,Material source latitude,Material source longitude,Material source description
SSSA_MAIZE_GT,32_3,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00458,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,33_19,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00459,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,1_15,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00462,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,5_12,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00471,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,8_55,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00474,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,12_21,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00476,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,13_3,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00477,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,14_92,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00478,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,15_1,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00479,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,16_6,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00482,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,23_39,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00489,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,24_23,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00491,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,27_48,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00498,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,31_10,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00501,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,35_43,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00503,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,3_40,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00504,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,3_46,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00505,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,3_84,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00506,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_39,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00513,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,12_104,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00517,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,16_104,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00523,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,22_5,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00528,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,22_42,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00529,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,23_26,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00532,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,23_37,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00533,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,30_18,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00540,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,35_41,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00545,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,3_25,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00549,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,5_43,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00550,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,7_5,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00551,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,10_27,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00552,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,10_32,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00553,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_17,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00554,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,19_43,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00561,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,23_77,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00565,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,25_128,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00573,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,26_22,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00574,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,26_34,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00575,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,26_108,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00577,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,27_1,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00578,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,27_15,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00579,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,27_31,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00580,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,27_93,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00582,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,28_55,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00585,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,28_118,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00589,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,29_26,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00591,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,29_28,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00593,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,29_34,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00594,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,29_38,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00595,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,29_50,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00596,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,29_80,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00597,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,30_43,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00600,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,30_44,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00601,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,30_45,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00602,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,30_51,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00603,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,30_52,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00604,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,32_1,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00608,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,32_60,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00609,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,32_62,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00610,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,33_22,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00611,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,33_25,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00612,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,30_6,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00631,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,1_14,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00699,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,1_28,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00701,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,1_49,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00704,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,1_64,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00706,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,1_73,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00707,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,10_100,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00709,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,10_55,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00711,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,10_59,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00712,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,10_81,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00714,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,10_92,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00717,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_100,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00721,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_27,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00725,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_40,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00726,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,1_43,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00727,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_43,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00727,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_47,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00730,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_58,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00732,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_79,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00733,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_84,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00735,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_86,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00736,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,11_98,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00737,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,12_103,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00738,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,12_116,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00741,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,12_20,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00743,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,12_4,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00744,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,12_42,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00745,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
SSSA_MAIZE_GT,12_5,,Zea, mays,NA,Recombinant Inbred Line obtained after at least 7 selfing generations,SSA_00746,10.1186/s13059-015-0716-z,NA,NA,Recombinant Inbred Line (RIL) belongin to a 8-way Multi-parent Advanced Generation InterCrosses (MAGIC) maize population; the common material name stands for #subfamily_#line
